wind_farm_name,LAT,LON,area_sqkm,country,commissioning_year,installed_capacity_MW,turbine_model,foundation_type,water_depth_m,distance_from_shore_km,total_project_budget,turbine_costs,foundation_costs,array_cable_costs,export_cable_costs,offshore_substation_costs,offshore_installation_costs,OPEX_per_MWh,inflation_rate,capacity_factor,WACC,discount_rate,project_lifetime_years,foundation_scope,mean_wind_speed_mps,mean_wave_height_m,total_project_budget_eur,total_project_budget_eur_indexed,data_quality_flag,unit_capex_eur_per_mw,unit_capex_eur_per_mw_indexed,productivity_gross_mwh_per_mw,productivity_net_mwh_per_mw,annual_energy_mwh,opex_eur_per_mw,annual_opex_eur,crf,annual_capex_eur,annual_capex_eur_indexed,lcoe_eur_per_mwh,lcoe_eur_per_mwh_indexed
Gode Wind 3,53.865,7.151,18,Germany,2025.0,253.0,Siemens Gamesa SG 11.0-200 DD,Monopile,,32.0,EUR 946 million,,,,,,,,,0.55,,,25.0,Unknown,9.726675965499371,9.0,946000000.0,946000000.0,recent,3739130.434782609,3739130.434782609,4818.0,4095.2999999999997,1036110.8999999999,70000.0,17710000.0,0.0858105172206656,81176749.29074965,81176749.29074965,95.44031366791882,95.44031366791882
Borkum Riffgrund 3,54.015,6.435,75,Germany,2026.0,913.0,Siemens Gamesa SG 11.0-200 DD,Monopile,31.0,110.0,EUR 2.4 billion,,,,,,,,,0.59,,,25.0,Unknown,9.755411350391304,9.0,2400000000.0,2400000000.0,recent,2628696.604600219,2628696.604600219,5168.4,4393.139999999999,4010936.8199999994,90000.0,82170000.0,0.0858105172206656,205945241.32959744,205945241.32959744,71.83240580927364,71.83240580927364
EnBW He Dreiht,54.212,6.255,63,Germany,2026.0,960.0,Vestas V236-15.0 MW,Monopile,38.0,90.0,EUR 2.4 billion,,,,,,,,,0.59,,,25.0,Unknown,9.982614927485114,9.0,2400000000.0,2400000000.0,recent,2500000.0,2500000.0,5168.4,4393.139999999999,4217414.399999999,80000.0,76800000.0,0.0858105172206656,205945241.32959744,205945241.32959744,67.0423189453703,67.0423189453703
Windanker,54.85,13.91,18,Germany,2026.0,315.0,Siemens Gamesa SG 14-236 DD,Monopile,43.5,38.0,EUR 1 billion,,,,,,,,,0.5,,,25.0,Unknown,9.249518998681355,9.0,1000000000.0,1000000000.0,recent,3174603.1746031744,3174603.1746031744,4380.0,3723.0,1172745.0,70000.0,22050000.0,0.0858105172206656,85810517.2206656,85810517.2206656,91.97269416681854,91.97269416681854
Middelgrunden,55.69,12.666,1,Denmark,2000.0,40.0,Bonus 2MW,Gravity-based,3.0,2.0,EUR 48 million,,,,,,,,,0.5,,,25.0,Unknown,8.8538817659472,9.0,48000000.0,80324069.48899321,indexed_26y,2008101.7372248303,2008101.7372248303,4380.0,3723.0,148920.0,70000.0,2800000.0,0.0858105172206656,4118904.826591949,6892649.948119192,46.460548123770806,65.08628759145309
Horns Rev 1,55.475,7.842,20,Denmark,2002.0,160.0,Vestas V80-2.0MW,Monopile,14.0,17.0,DKK 2 billion,,,,,,,,,0.55,,,25.0,Unknown,9.482484585239177,9.0,268944000.0,432579547.6228652,indexed_24y,2703622.1726429076,2703622.1726429076,4818.0,4095.2999999999997,655248.0,70000.0,11200000.0,0.0858105172206656,23078223.743394688,37119874.72059961,52.313358825047445,73.74288013179682
Nysted (Rodsand I),54.55,11.715,26,Denmark,2003.0,165.6,Siemens SWT-2.3-82,Gravity-based,6.0,10.0,DKK 1600 million,,,,,,,,,0.55,,,25.0,Unknown,9.472096302928305,9.0,215377600.0,339628778.9633093,indexed_23y,2050898.4236914814,2050898.4236914814,4818.0,4095.2999999999997,678181.6799999999,70000.0,11592000.0,0.0858105172206656,18481663.253745627,29143721.185864683,44.34455270709411,60.066089054285115
Horns Rev 2,55.6,7.585,33,Denmark,2009.0,209.0,Siemens SWT-2.3-93,Monopile,10.0,32.0,USD 1 billion,,,,,,,,,0.55,,,25.0,Unknown,9.5385940462287,9.0,718546000.0,1006137870.7950401,indexed_17y,4814056.7980623925,4814056.7980623925,4818.0,4095.2999999999997,855917.7,70000.0,14630000.0,0.0858105172206656,61658803.906840384,86337211.08822161,89.13100395848852,117.96369100466273
Rodsand II,54.558,11.545,34,Denmark,2010.0,207.0,Siemens SWT-2.3-93,Gravity-based,13.0,8.0,EUR 450 million,,,,,,,,,0.55,,,25.0,Unknown,9.347863758461191,9.0,450000000.0,617753567.2907757,indexed_16y,2984316.750196984,2984316.750196984,4818.0,4095.2999999999997,847727.1,70000.0,14490000.0,0.0858105172206656,38614732.74929952,53009753.12413271,62.64366533675698,79.62438988223063
Anholt,56.598,11.205,88,Denmark,2013.0,400.0,Siemens SWP-3.6-120,Monopile,17.0,15.0,DKK 10 billion,,,,,,,,,0.5,,,25.0,Unknown,9.209158523386058,9.0,1340300000.0,1733820966.7972236,indexed_13y,4334552.416993059,4334552.416993059,4380.0,3723.0,1489200.0,70000.0,28000000.0,0.0858105172206656,115011836.2308581,148780073.92890424,96.03265930087167,118.70808080103696
Vesterhav Nord,56.618,8.046,15,Denmark,2024.0,176.0,Siemens Gamesa SG 8.0-167 DD,Monopile,20.0,1007.525,EUR 769 million (combined N+S),,,,,,,,,0.59,,,25.0,Unknown,9.833853726537294,9.0,769000000.0,769000000.0,recent,4369318.181818182,4369318.181818182,5168.4,4393.139999999999,773192.6399999999,90000.0,15840000.0,0.0858105172206656,65988287.742691845,65988287.742691845,105.83169511635788,105.83169511635788
Vesterhav Syd,56.078,8.012,14,Denmark,2024.0,168.0,Siemens Gamesa SG 8.0-167 DD,Monopile,20.0,1007.525,EUR 769 million (combined N+S),,,,,,,,,0.55,,,25.0,Unknown,9.474119545804463,9.0,769000000.0,769000000.0,recent,4577380.952380952,4577380.952380952,4818.0,4095.2999999999997,688010.3999999999,90000.0,15120000.0,0.0858105172206656,65988287.742691845,65988287.742691845,117.88817108388457,117.88817108388457
Bornholm Energy Island,54.7,14.65,250,Denmark,2030.0,3000.0,,,,15.0,EUR 9 billion,,,,,,,,,0.55,,,25.0,Unknown,9.357912001606353,9.0,9000000000.0,9000000000.0,recent,3000000.0,3000000.0,4818.0,4095.2999999999997,12285900.0,70000.0,210000000.0,0.0858105172206656,772294654.9859904,772294654.9859904,79.95300751153684,79.95300751153684
Karehamn,56.96,16.98,7,Sweden,2013.0,48.0,Vestas V112-3.0MW,Gravity-based,20.0,7.0,EUR 120 million,,,,,,,,,0.45,,,25.0,Unknown,8.47002888074703,9.0,120000000.0,155232795.65445557,indexed_13y,3234016.5761344912,3234016.5761344912,3942.0,3350.7,160833.59999999998,70000.0,3360000.0,0.0858105172206656,10297262.066479871,13320606.484718723,84.91547827369327,103.71344348891479
Hywind Scotland,57.48,-1.35,4,Norway,2017.0,30.0,Siemens SWT-6.0-154,Floating spar buoy,107.5,29.0,GBP 264 million,,,,,,,,,0.59,,,25.0,Unknown,9.784823766092082,9.0,308346456.0,368502558.12662643,indexed_9y,12283418.60422088,12283418.60422088,5168.4,4393.139999999999,131794.19999999998,70000.0,2100000.0,0.0858105172206656,26459368.872519206,31621395.109984204,216.6967049575718,255.86402975232755
Hywind Tampen,61.329972,2.7,,Norway,2023.0,88.0,Siemens Gamesa SG 8.0-167 DD,Floating concrete spar buoy,280.0,140.0,NOK 7.4 billion,,,,,,,,,0.55,,,25.0,Unknown,9.437192045521014,9.0,703836200.0,703836200.0,recent,7998138.636363637,7998138.636363637,4818.0,4095.2999999999997,360386.39999999997,90000.0,7920000.0,0.0858105172206656,60396548.36062784,60396548.36062784,189.5647237538038,189.5647237538038
Egmond aan Zee (OWEZ),52.5894,4.41,,Netherlands,2007.0,108.0,Vestas V90-3.0MW,Monopile,20.0,18.0,EUR 200 million,,,,,,,,,0.5,,,20.0,Unknown,9.051701051641816,9.0,200000000.0,291362234.50555974,indexed_19y,2697798.4676440717,2697798.4676440717,4380.0,3723.0,402084.0,70000.0,7560000.0,0.09439292574325567,18878585.148651134,27502533.766072344,65.75388513010002,87.20201193300989
Luchterduinen,52.4167,4.17,,Netherlands,2015.0,129.0,Vestas V112-3.0MW,Monopile,21.0,23.0,EUR 450 million,,,,,,,,,0.5,,,25.0,Unknown,9.119384616904178,9.0,450000000.0,559518438.7775936,indexed_11y,4337352.238585997,4337352.238585997,4380.0,3723.0,480267.0,70000.0,9030000.0,0.0858105172206656,38614732.74929952,48012566.62600463,99.20467729262997,118.77261320474784
Gemini,54.0333,6.02,,Netherlands,2017.0,600.0,Siemens SWT-4.0-130,Monopile,32.0,85.0,EUR 2.8 billion,,,,,,,,,0.59,,,25.0,Unknown,9.92083412449738,9.0,2800000000.0,3346259192.142471,indexed_9y,5577098.653570785,5577098.653570785,5168.4,4393.139999999999,2635883.9999999995,80000.0,48000000.0,0.0858105172206656,240269448.21786368,287144232.03215206,109.36348041790296,127.1468061690697
Borssele III and IV,51.705,2.98,,Netherlands,2021.0,731.5,MHI Vestas V164-9.5MW,Monopile,27.0,22.0,EUR 1.3 billion,,,,,,,,,0.5,,,25.0,Unknown,8.98849136216238,9.0,1300000000.0,1300000000.0,recent,1777170.1982228297,1777170.1982228297,4380.0,3723.0,2723374.5,70000.0,51205000.0,0.0858105172206656,111553672.38686527,111553672.38686527,59.763602981104974,59.763602981104974
Hollandse Kust Noord,52.65389,4.25,,Netherlands,2023.0,759.0,Siemens Gamesa SG 11.0-200 DD,Monopile,21.0,18.0,EUR 1.4 billion,,,,,,,,,0.5,,,25.0,Unknown,9.106595534140299,9.0,1400000000.0,1400000000.0,recent,1844532.279314888,1844532.279314888,4380.0,3723.0,2825757.0,70000.0,53130000.0,0.0858105172206656,120134724.10893184,120134724.10893184,61.31621512710819,61.31621512710819
C-Power,51.55167,2.97,,Belgium,2013.0,325.0,Senvion 5M / Senvion 6.15M,Gravity-based / Jacket,27.0,30.0,EUR 1.3 billion,,,,,,,,,0.5,,,25.0,Unknown,8.914059079389649,9.0,1300000000.0,1681688619.5899355,indexed_13y,5174426.521815186,5174426.521815186,4380.0,3723.0,1209975.0,70000.0,22750000.0,0.0858105172206656,111553672.38686527,144306570.25111952,110.99706389542368,138.0661338053427
Belwind,51.67,2.8,,Belgium,2010.0,171.0,Vestas V90-3.0MW / Alstom Haliade 150-6MW,Monopile,27.5,46.0,EUR 614 million,,,,,,,,,0.5,,,25.0,Unknown,9.025022580958334,9.0,614000000.0,842890422.925636,indexed_16y,4929183.759799041,4929183.759799041,4380.0,3723.0,636633.0,70000.0,11970000.0,0.0858105172206656,52687657.573488675,72328863.1515944,101.56190077091303,132.41359331293603
Northwind,51.619,2.9,,Belgium,2014.0,216.0,Vestas V112-3.0MW,Monopile,22.5,37.0,EUR 883 million,,,,,,,,,0.5,,,25.0,Unknown,8.97912614379583,9.0,883000000.0,1119857504.5987277,indexed_12y,5184525.484253369,5184525.484253369,4380.0,3723.0,804168.0,70000.0,15120000.0,0.0858105172206656,75770686.70584773,96095551.68306074,113.02450073348818,138.29890232272453
Nobelwind,51.66333333,2.83,,Belgium,2017.0,165.0,MHI Vestas V112-3.3MW,Monopile,32.0,47.0,EUR 655 million,,,,,,,,,0.5,,,25.0,Unknown,9.02045001269648,9.0,655000000.0,782785632.4476137,indexed_9y,4744155.348167356,4744155.348167356,4380.0,3723.0,614295.0,70000.0,11550000.0,0.0858105172206656,56205888.779535964,67171239.99323557,110.29861675503783,128.14891866812457
Rentel,51.59111,2.94,,Belgium,2018.0,309.0,Siemens SWT-7.0-154,Monopile,29.0,34.0,EUR 1.1 billion,,,,,,,,,0.5,,,25.0,Unknown,8.951202423131521,9.0,1100000000.0,1288825319.1024923,indexed_8y,4170955.7252507843,4170955.7252507843,4380.0,3723.0,1150407.0,70000.0,21630000.0,0.0858105172206656,94391568.94273216,110594767.23927425,100.85262775933401,114.93738063074568
Norther,51.528056,3.02,,Belgium,2019.0,370.0,MHI Vestas V164-8.4MW,Monopile,33.0,23.0,EUR 1.2 billion,,,,,,,,,0.5,,,25.0,Unknown,8.913402380539296,9.0,1200000000.0,1378422801.179136,indexed_7y,3725467.0302138813,3725467.0302138813,4380.0,3723.0,1377510.0,70000.0,25900000.0,0.0858105172206656,102972620.66479872,118283173.51794037,93.55476233551751,104.66942056169492
Northwester 2,51.6875,2.76,,Belgium,2020.0,219.0,MHI Vestas V164-9.5MW,Monopile,40.0,52.0,EUR 700 million,,,,,,,,,0.5,,,25.0,Unknown,9.044524122452062,9.0,700000000.0,788313693.4848001,indexed_6y,3599605.906323288,3599605.906323288,4380.0,3723.0,815337.0,80000.0,17520000.0,0.0858105172206656,60067362.05446592,67645605.77006394,95.159868930842,104.45448418269248
SeaMade,51.721,2.79,,Belgium,2020.0,487.0,Siemens Gamesa SG 8.0-167 DD,Monopile,39.0,47.0,EUR 1.3 billion,,,,,,,,,0.5,,,25.0,Unknown,9.037444126316426,9.0,1300000000.0,1464011145.0432,indexed_6y,3006183.0493700206,3006183.0493700206,4380.0,3723.0,1813101.0,70000.0,34090000.0,0.0858105172206656,111553672.38686527,125627553.57297587,80.3284937721976,88.09081985668524
Saint-Nazaire,47.13,-2.78,,France,2022.0,480.0,GE Haliade 150-6MW,Monopile,25.0,20.0,EUR 2 billion,,,,,,,,,0.45,,,25.0,Unknown,8.57883316765928,9.0,2000000000.0,2000000000.0,recent,4166666.6666666665,4166666.6666666665,3942.0,3350.7,1608336.0,70000.0,33600000.0,0.0858105172206656,171621034.4413312,171621034.4413312,127.598359075051,127.598359075051
Saint-Brieuc,48.72,-2.76,,France,2024.0,496.0,Siemens Gamesa SG 8.0-167 DD,Jacket,30.0,16.0,EUR 2.4 billion,,,,,,,,,0.45,,,25.0,Unknown,8.25744959581511,9.0,2400000000.0,2400000000.0,recent,4838709.677419355,4838709.677419355,3942.0,3350.7,1661947.2,70000.0,34720000.0,0.0858105172206656,205945241.32959744,205945241.32959744,144.80919810785653,144.80919810785653
Fecamp,49.85,0.18,,France,2024.0,497.0,Siemens Gamesa SWT-7.0-154,Gravity-based,27.5,18.5,EUR 2 billion,,,,,,,,,0.45,,,25.0,Unknown,8.577062122447261,9.0,2000000000.0,2000000000.0,recent,4024144.869215292,4024144.869215292,3942.0,3350.7,1665297.9,70000.0,34790000.0,0.0858105172206656,171621034.4413312,171621034.4413312,123.94841453972363,123.94841453972363
Courseulles-sur-Mer,49.45,-0.51,,France,2027.0,448.0,Siemens Gamesa SWT-7.0-154,Monopile,26.5,16.0,EUR 2 billion,,,,,,,,,0.45,,,25.0,Unknown,8.651976204978395,9.0,2000000000.0,2000000000.0,recent,4464285.714285715,4464285.714285715,3942.0,3350.7,1501113.5999999999,70000.0,31360000.0,0.0858105172206656,171621034.4413312,171621034.4413312,135.22030207529346,135.22030207529346
Dieppe-Le Treport,50.12,1.3,,France,2027.0,500.0,Siemens Gamesa SG 8.0 MW,Jacket,19.5,15.0,EUR 2.7 billion,,,,,,,,,0.45,,,25.0,Unknown,8.496253984502358,9.0,2700000000.0,2700000000.0,recent,5400000.0,5400000.0,3942.0,3350.7,1675350.0,70000.0,35000000.0,0.0858105172206656,231688396.49579713,231688396.49579713,159.18369086805572,159.18369086805572
Yeu-Noirmoutier,46.95,-2.47,,France,2025.0,496.0,Siemens Gamesa SG 8.0 MW,Monopile,27.5,11.0,EUR 2-2.5 billion,,,,,,,,,0.45,,,22.5,Unknown,8.504974377681016,9.0,2250000000.0,2250000000.0,recent,4536290.322580645,4536290.322580645,3942.0,3350.7,1661947.2,70000.0,34720000.0,0.08953755611719444,201459501.2636875,201459501.2636875,142.11011111766217,142.11011111766217
Dunkirk,51.12,2.1,,France,2028.0,600.0,,Monopile,30.0,10.0,EUR 1.4 billion,,,,,,,,,0.55,,,25.0,Unknown,9.313147892758671,9.0,1400000000.0,1400000000.0,recent,2333333.3333333335,2333333.3333333335,4818.0,4095.2999999999997,2457180.0,70000.0,42000000.0,0.0858105172206656,120134724.10893184,120134724.10893184,65.98406470381975,65.98406470381975
Provence Grand Large,43.33,5.1,,France,2025.0,25.0,Siemens Gamesa SG 8.0 MW,Floating TLP,85.0,17.0,EUR 300 million,,,,,,,,,0.45,,,25.0,Unknown,8.701995174804694,9.0,300000000.0,300000000.0,recent,12000000.0,12000000.0,3942.0,3350.7,83767.5,70000.0,1750000.0,0.0858105172206656,25743155.16619968,25743155.16619968,328.2078988414323,328.2078988414323
EolMed,42.85,3.2,,France,2025.0,30.0,Vestas V164-10.0 MW,Floating damping pool,60.0,16.5,EUR 212 million,,,,,,,,,0.55,,,25.0,Unknown,9.534640636788268,9.0,212000000.0,212000000.0,recent,7066666.666666667,7066666.666666667,4818.0,4095.2999999999997,122858.99999999999,70000.0,2100000.0,0.0858105172206656,18191829.650781106,18191829.650781106,165.163558638611,165.163558638611
Centre Manche 2,49.55,-1.25,,France,2033.0,1500.0,,,,40.0,EUR 4.5 billion,,,,,,,,,0.45,,,25.0,Unknown,8.102677766938584,9.0,4500000000.0,4500000000.0,recent,3000000.0,3000000.0,3942.0,3350.7,5026050.0,70000.0,105000000.0,0.0858105172206656,386147327.4929952,386147327.4929952,97.72034251410058,97.72034251410058
Arklow Bank Phase 2,52.8,-5.9,,Ireland,2029.0,800.0,,Monopile,,10.0,EUR 2.5 billion,,,,,,,,,0.5,,,25.0,Unknown,9.01264411842309,9.0,2500000000.0,2500000000.0,recent,3125000.0,3125000.0,4380.0,3723.0,2978400.0,70000.0,56000000.0,0.0858105172206656,214526293.051664,214526293.051664,90.82940271678217,90.82940271678217
Baltic Power,55.1,17.5,,Poland,2026.0,1140.0,Vestas V236-15.0 MW,Monopile,40.0,23.0,PLN 10 billion,,,,,,,,,0.5,,,25.0,Unknown,9.124365839347432,9.0,2369110000.0,2369110000.0,recent,2078166.6666666667,2078166.6666666667,4380.0,3723.0,4244220.0,70000.0,79800000.0,0.0858105172206656,203294554.45265108,203294554.45265108,66.70119702858265,66.70119702858265
Baltica 2,55.15,17.3,,Poland,2027.0,1498.0,Siemens Gamesa SG 14-222 DD,Monopile,32.5,40.0,PLN 30 billion (combined 2+3),,,,,,,,,0.5,,,25.0,Unknown,9.167812867098968,9.0,2751373333.3333335,2751373333.3333335,recent,1836697.8193146419,1836697.8193146419,4380.0,3723.0,5577054.0,70000.0,104860000.0,0.0858105172206656,236096768.80048013,236096768.80048013,61.135640573048086,61.135640573048086
MFW Baltyk II,55.08,16.9,,Poland,2028.0,720.0,Siemens Gamesa SG 14-236 DD,Monopile,32.5,37.0,PLN 27 billion (combined II+III),,,,,,,,,0.5,,,25.0,Unknown,9.157893255593356,9.0,6367464000.0,6367464000.0,recent,8843700.0,8843700.0,4380.0,3723.0,2680560.0,70000.0,50400000.0,0.0858105172206656,546395379.2239683,546395379.2239683,222.63832155369334,222.63832155369334
MFW Baltyk III,55.12,16.85,,Poland,2028.0,720.0,Siemens Gamesa SG 14-236 DD,Monopile,32.5,22.0,PLN 27 billion (combined II+III),,,,,,,,,0.5,,,25.0,Unknown,9.201394742487848,9.0,6367464000.0,6367464000.0,recent,8843700.0,8843700.0,4380.0,3723.0,2680560.0,70000.0,50400000.0,0.0858105172206656,546395379.2239683,546395379.2239683,222.63832155369334,222.63832155369334
BC-Wind,55.18,17.2,,Poland,2028.0,390.0,14 MW class,,,23.0,EUR 2 billion,,,,,,,,,0.5,,,25.0,Unknown,9.192007573305839,9.0,2000000000.0,2000000000.0,recent,5128205.128205128,5128205.128205128,4380.0,3723.0,1451970.0,70000.0,27300000.0,0.0858105172206656,171621034.4413312,171621034.4413312,137.0007881990201,137.0007881990201
WindFloat Atlantic,41.68,-9.0,,Portugal,2020.0,25.0,Vestas V164-8.4 MW,Floating semi-submersible,100.0,20.0,EUR 125 million,,,,,,,,,0.45,,,25.0,Unknown,7.840153483706984,9.0,125000000.0,140770302.40800002,indexed_6y,5630812.0963200005,5630812.0963200005,3942.0,3350.7,83767.5,70000.0,1750000.0,0.0858105172206656,10726314.6525832,12079572.45893999,148.93979947572984,165.09472598489856
Beleolico,40.47,18.5,,Italy,2022.0,30.0,MingYang MySE3.0-135,Monopile,18.0,3.0,EUR 80 million,,,,,,,,,0.45,,,25.0,Unknown,7.350712963634209,9.0,80000000.0,80000000.0,recent,2666666.6666666665,2666666.6666666665,3942.0,3350.7,100521.0,70000.0,2100000.0,0.0858105172206656,6864841.377653248,6864841.377653248,89.18376635382904,89.18376635382904
7 Seas Med,37.2,12.5,,Italy,,250.0,10 MW class,Floating TetraSpar,275.0,35.0,EUR 741 million,,,,,,,,,0.45,,,25.0,Unknown,7.518279021549464,9.0,741000000.0,741000000.0,missing_budget_or_year,2964000.0,2964000.0,3942.0,3350.7,837675.0,70000.0,17500000.0,0.0858105172206656,63585593.26051321,63585593.26051321,96.79839228879126,96.79839228879126
Med Wind,37.1,12.3,,Italy,,2800.0,MingYang 18.8 MW,Floating,,80.0,EUR 9.3 billion,,,,,,,,,0.45,,,25.0,Unknown,7.551030388655434,9.0,9300000000.0,9300000000.0,missing_budget_or_year,3321428.5714285714,3321428.5714285714,3942.0,3350.7,9381960.0,80000.0,224000000.0,0.0858105172206656,798037810.1521901,798037810.1521901,108.93649196459909,108.93649196459909
